#header text header text texty text text
0.213758	0.000409	8.666946E-5
0.213834	0.000372	5.023678E-5
0.213772	0.000358	7.026931E-5
0.213808	0.000409	8.077770E-5
0.213811	0.000297	0.000117
0.213765	0.000392	7.593175E-5
0.213836	0.000408	9.430330E-5
0.213782	0.000380	0.000104
0.213764	0.000363	5.208376E-5
0.213776	0.000415	0.000123
0.213673	0.000398	0.000105
0.213630	0.000437	0.000101
0.213632	0.000402	8.039528E-5
0.213584	0.000360	0.000140
0.213693	0.000355	9.378282E-5
0.213747	0.000448	6.022875E-5
0.213725	0.000389	5.346266E-5
0.213712	0.000387	6.475125E-5
0.213783	0.000363	0.000103
0.213779	0.000408	0.000142
0.213714	0.000407	4.283799E-5
0.213686	0.000396	0.000121
0.213648	0.000378	8.375508E-5
0.213674	0.000435	8.679631E-5
0.213696	0.000441	7.713151E-5
0.213719	0.000384	0.000104
0.213809	0.000374	8.459321E-5
0.213857	0.000380	8.773442E-5
0.213790	0.000417	0.000104
0.213747	0.000389	9.277304E-5
0.213797	0.000323	8.485485E-5
0.213843	0.000484	0.000115
0.213822	0.000499	0.000107
0.213772	0.000367	5.217642E-5
0.213795	0.000369	0.000111
0.213771	0.000378	9.619928E-5
0.213769	0.000375	7.526329E-5
0.213770	0.000376	0.000106
0.213810	0.000422	0.000132
0.213879	0.000393	9.044328E-5
0.213822	0.000402	2.631346E-5
0.213937	0.000407	7.427695E-5
0.214008	0.000444	6.146062E-5
0.214040	0.000444	9.017266E-5
0.214018	0.000373	8.106833E-5
0.214198	0.000380	0.000146
0.214374	0.000365	9.238818E-5
0.214558	0.000388	0.000114
0.214691	0.000410	7.958303E-5
0.214628	0.000388	8.078994E-5
0.214423	0.000429	0.000125
0.214391	0.000427	0.000125
0.214365	0.000452	0.000115
0.214444	0.000378	7.833066E-5
0.214277	0.000380	4.983903E-5
0.214146	0.000391	7.998362E-5
0.213938	0.000311	0.000117
0.213902	0.000358	0.000127
0.213838	0.000343	7.405600E-5
0.213879	0.000359	7.517199E-5
0.213841	0.000400	0.000121
0.213922	0.000453	0.000111
0.213875	0.000351	5.470783E-5
0.213907	0.000391	9.819502E-5
0.213915	0.000389	8.894557E-5
0.213742	0.000333	6.869657E-5
0.213467	0.000369	0.000104
0.213475	0.000393	9.695987E-5
0.213585	0.000385	6.284029E-5
0.213434	0.000381	5.852517E-5
0.213573	0.000318	6.884940E-5
0.213758	0.000418	7.719094E-5
0.213807	0.000383	5.044900E-5
0.213625	0.000369	9.058573E-5
0.213493	0.000420	0.000120
0.213521	0.000430	0.000127
0.213575	0.000344	8.934552E-5
0.213448	0.000380	0.000101
0.213432	0.000414	9.124941E-5
0.213526	0.000355	0.000124
0.213392	0.000396	5.362147E-5
0.213548	0.000354	9.660666E-5
0.213671	0.000354	0.000125
0.213696	0.000360	9.331523E-5
0.213747	0.000372	9.671017E-5
0.213812	0.000390	7.465251E-5
0.213672	0.000377	8.117466E-5
0.213400	0.000402	5.492544E-5
0.213345	0.000400	0.000137
0.213469	0.000380	0.000114
0.213402	0.000398	0.000119
0.213435	0.000363	0.000123
0.213630	0.000428	8.018404E-5
0.213648	0.000401	6.123957E-5
0.213611	0.000461	0.000102
0.213541	0.000412	6.831974E-5
0.213478	0.000416	8.168667E-5
0.213433	0.000451	0.000102
0.213305	0.000418	8.321480E-5
0.213239	0.000368	8.777374E-5
0.213250	0.000385	9.206201E-5
0.213131	0.000445	9.168547E-5
0.213249	0.000381	0.000111
0.213296	0.000394	0.000122
0.213202	0.000392	7.004918E-5
0.213118	0.000378	6.170640E-5
0.213267	0.000372	5.200959E-5
0.213284	0.000382	6.065550E-5
0.213379	0.000509	8.445938E-5
0.213464	0.000406	9.502485E-5
0.213392	0.000345	9.827047E-5
0.213319	0.000397	0.000111
0.213372	0.000357	8.354932E-5
0.213579	0.000424	7.529336E-5
0.213647	0.000383	9.200614E-5
0.213586	0.000358	0.000124
0.213820	0.000409	9.214032E-5
0.213783	0.000344	9.148933E-5
0.213876	0.000458	0.000111
0.214064	0.000429	9.726686E-5
0.214229	0.000375	5.193970E-5
0.214205	0.000412	0.000104
0.214196	0.000342	0.000102
0.213980	0.000340	0.000108
0.213891	0.000425	9.254849E-5
0.213942	0.000419	9.077794E-5
0.214074	0.000468	0.000134
0.214277	0.000423	0.000103
0.214290	0.000401	9.517291E-5
0.214367	0.000421	8.973446E-5
0.214374	0.000442	6.430082E-5
0.214267	0.000317	8.189130E-5
0.214338	0.000361	9.083030E-5
0.214395	0.000492	0.000125
0.214297	0.000463	0.000103
0.214251	0.000388	0.000138
0.214206	0.000381	0.000100
0.214071	0.000400	6.307788E-5
0.214025	0.000448	9.380946E-5
0.214147	0.000425	0.000119
0.214121	0.000378	0.000134
0.214032	0.000357	9.657717E-5
0.214083	0.000400	7.712291E-5
0.214102	0.000398	8.549320E-5
0.213991	0.000405	6.160208E-5
0.214064	0.000450	9.759944E-5
0.214198	0.000384	8.603701E-5
0.214154	0.000326	7.238991E-5
0.214042	0.000395	0.000124
0.214066	0.000376	9.378095E-5
0.214115	0.000355	0.000105
0.214051	0.000364	7.074144E-5
0.214146	0.000393	9.004994E-5
