#header text header text texty text text
0.809342	0.076281	0.014916	0.073212	3.418716	0.081956	0.019096	0.078524	0.730798
0.809015	0.076060	0.015671	0.073890	3.423105	0.082153	0.019639	0.077620	0.727736
0.808982	0.078429	0.014590	0.073072	3.423748	0.081461	0.019251	0.082799	0.731184
0.808060	0.075490	0.015744	0.073110	3.419567	0.082493	0.019166	0.080367	0.728512
0.808003	0.074534	0.014776	0.073204	3.422166	0.081364	0.019261	0.082665	0.730402
0.807651	0.072713	0.015227	0.073067	3.418042	0.083293	0.019197	0.079334	0.729628
0.807860	0.075411	0.015263	0.073472	3.418542	0.081666	0.019300	0.081514	0.729214
0.807228	0.068023	0.014794	0.072954	3.416138	0.082663	0.018809	0.082315	0.730872
0.807498	0.070701	0.015508	0.073151	3.422345	0.081899	0.019482	0.078436	0.728462
0.807003	0.073939	0.014842	0.072691	3.418613	0.082023	0.019034	0.082195	0.731453
0.806736	0.075286	0.015767	0.073283	3.420882	0.082522	0.019619	0.078035	0.728036
0.807027	0.079708	0.014614	0.072914	3.421628	0.081959	0.019197	0.079873	0.731369
0.806785	0.076258	0.015598	0.073134	3.419381	0.082981	0.019184	0.081774	0.728751
0.806906	0.072620	0.014627	0.073011	3.420467	0.081619	0.019274	0.084124	0.730852
0.806445	0.074465	0.015122	0.072825	3.416446	0.083301	0.019160	0.080909	0.729966
0.806571	0.073318	0.015248	0.073042	3.420864	0.081957	0.019487	0.082297	0.729623
0.806438	0.070244	0.015155	0.072699	3.414447	0.083231	0.018983	0.080662	0.730779
0.806878	0.070925	0.015272	0.072800	3.422203	0.082236	0.019573	0.080196	0.728896
0.806032	0.072619	0.014703	0.072587	3.418552	0.082507	0.019100	0.082690	0.731717
0.806046	0.072755	0.015731	0.073337	3.419523	0.082456	0.019607	0.079577	0.728492
0.806379	0.078524	0.014648	0.072595	3.422071	0.082038	0.019235	0.079628	0.731822
0.806465	0.076075	0.015728	0.072932	3.417636	0.083376	0.019432	0.079460	0.729027
0.806641	0.078459	0.014660	0.072852	3.422196	0.082287	0.019401	0.081833	0.730963
0.805872	0.075562	0.015064	0.072707	3.418106	0.083619	0.019122	0.083326	0.730443
0.806032	0.074149	0.015211	0.073218	3.420440	0.082272	0.019603	0.081333	0.729769
0.805980	0.073068	0.014805	0.072314	3.417653	0.083257	0.019087	0.082793	0.731557
0.805996	0.075002	0.015673	0.072537	3.420042	0.082762	0.019674	0.081756	0.728858
0.805512	0.070861	0.014568	0.072448	3.415386	0.082941	0.018924	0.083343	0.732012
0.805458	0.071112	0.015788	0.073038	3.419017	0.083087	0.019713	0.080281	0.728850
0.805490	0.075981	0.014717	0.072396	3.419356	0.082247	0.019339	0.083983	0.731939
0.805540	0.074319	0.015647	0.072781	3.416061	0.083475	0.019520	0.080259	0.729185
0.806083	0.079108	0.014513	0.072566	3.420367	0.082353	0.019314	0.081925	0.731301
0.805760	0.080041	0.015125	0.072538	3.416428	0.083838	0.019039	0.081954	0.730659
0.805631	0.074735	0.015148	0.072926	3.420151	0.082836	0.019550	0.083911	0.729909
0.805265	0.075603	0.014823	0.072219	3.415405	0.083674	0.019174	0.083931	0.731829
0.805883	0.075544	0.015685	0.073017	3.419339	0.082931	0.019822	0.083177	0.729144
0.805636	0.072139	0.014325	0.072239	3.415128	0.082993	0.018985	0.084681	0.732488
0.805620	0.072859	0.015742	0.072641	3.418436	0.083540	0.019580	0.080592	0.729222
0.805442	0.071068	0.014597	0.072447	3.416585	0.082702	0.019223	0.083732	0.731948
0.805333	0.073484	0.015380	0.072947	3.416580	0.083906	0.019534	0.081142	0.729632
