-0.0842, -0.0468, 0.0014
-0.1309, -0.0855, 0.0099
-0.1182, -0.0543, 0.0077
-0.1270, -0.0193, 0.0176
-0.1225, -0.0146, 0.0120
-0.1190, -0.0312, 0.0122
-0.1262, -0.0319, 0.0123
