-17.8383, -56.7965, 131.7811
-19.6946, -56.3050, 134.8237
-20.5433, -56.4247, 134.1884
-19.7619, -56.5706, 136.3633
-20.0712, -56.5485, 132.5150
-19.7024, -56.3991, 135.2459
-19.5600, -56.3799, 135.2372
