512,385
512,385
512,385
512,385
512,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,386
513,386
512,386
512,386
513,386
513,386
513,386
513,386
513,386
512,386
513,386
513,386
513,386
513,386
513,386
512,386
512,386
512,386
512,386
513,386
513,386
512,386
512,386
513,386
513,386
513,385
513,386
513,386
513,386
513,386
513,386
512,386
512,386
513,386
513,386
513,386
513,386
512,386
513,386
513,386
513,386
512,386
513,386
512,385
512,386
513,386
513,386
513,386
513,386
512,386
513,386
513,386
513,386
512,386
513,386
513,386
513,386
513,386
512,386
513,386
513,386
513,386
513,386
513,385
512,385
512,386
513,386
513,386
512,386
512,386
513,386
512,386
512,386
513,386
513,386
513,386
513,386
513,386
512,386
512,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,385
513,385
513,385
513,384
513,385
513,385
513,385
513,385
513,386
513,386
513,386
513,386
513,386
513,386
513,386
513,385
513,385
513,385
513,385
513,386
513,386
513,386
513,386
513,385
513,385
513,384
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,386
513,386
513,386
513,386
513,385
513,385
513,385
513,385
513,386
513,386
513,386
513,385
513,385
513,386
513,386
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,386
513,385
513,384
513,384
513,384
512,384
513,384
513,384
513,384
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,386
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,386
513,385
513,386
513,386
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,386
513,385
513,386
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
514,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,386
513,385
513,386
513,385
513,386
513,385
513,386
513,385
513,385
513,385
514,385
514,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
514,385
514,385
513,385
514,385
513,385
514,385
514,385
514,385
514,385
514,385
514,385
513,385
513,386
513,385
513,386
513,385
513,386
514,385
514,385
514,385
514,385
514,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
514,385
514,385
514,385
514,385
513,385
513,385
514,385
514,385
514,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,386
513,385
513,385
513,385
514,385
513,385
513,385
513,385
513,385
513,385
513,385
513,386
513,385
513,385
513,385
513,385
513,385
513,385
513,385
513,384
513,385
513,385
513,385
514,385
513,385
513,385
513,385
513,385
514,385
514,385
514,385
513,386
513,385
513,385
513,384
513,385
513,385
513,385
513,385
513,385
513,385
514,385
513,384
514,385
514,385
514,385
513,385
514,385
514,385
513,385
513,385
513,385
