513,385
514,384
514,385
514,385
514,385
514,385
514,385
514,385
514,385
514,384
513,384
513,384
513,385
513,385
513,385
513,384
513,385
513,385
513,385
513,385
513,384
513,385
514,385
514,385
514,385
514,385
513,385
514,385
514,384
514,385
513,385
513,385
513,384
513,385
513,385
513,385
513,385
514,384
514,385
514,385
514,385
513,385
513,385
513,385
513,385
513,385
514,384
514,385
514,385
514,385
513,385
513,384
513,384
513,384
513,385
513,385
513,385
513,385
513,385
513,385
513,384
514,384
514,384
514,385
514,385
514,385
514,385
513,385
513,384
513,384
513,384
513,385
514,385
514,385
514,385
513,385
513,384
513,384
513,384
513,385
514,385
514,385
514,385
514,385
513,385
514,384
514,384
514,383
513,380
513,370
509,360
509,354
503,318
492,283
488,271
478,247
472,235
466,225
455,208
442,190
427,173
418,164
401,149
391,140
373,127
363,121
344,110
323,101
302,94
290,91
269,88
258,87
235,86
210,86
184,89
174,91
177,91
176,91
177,92
176,91
175,91
176,91
176,91
176,91
176,91
176,91
176,91
176,91
176,91
176,91
176,91
176,91
175,92
175,92
176,92
176,92
175,92
175,91
176,91
176,92
176,92
175,92
176,91
176,91
175,92
175,92
176,92
175,91
175,92
178,92
196,92
227,94
257,97
273,100
299,105
324,111
346,119
358,124
388,144
406,157
413,164
428,178
443,194
457,212
464,222
476,242
481,252
491,273
497,296
500,308
506,331
508,355
509,376
510,378
510,381
511,382
511,382
510,383
512,383
512,383
511,382
511,384
511,384
511,385
511,384
512,384
511,385
512,384
512,384
511,384
511,384
512,384
512,384
511,384
512,384
511,384
511,384
512,384
511,384
512,384
511,384
511,384
512,384
511,383
511,384
512,383
512,384
512,384
512,384
512,383
511,384
512,383
511,381
511,373
511,368
508,347
504,327
499,303
494,288
485,263
479,252
471,233
464,223
453,205
439,186
424,170
416,162
399,146
380,132
371,125
352,114
332,104
311,97
299,94
278,90
255,87
243,86
219,87
192,90
176,92
181,91
181,91
181,91
180,91
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
180,92
180,91
180,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
181,92
180,92
181,92
180,92
180,92
181,92
181,92
195,92
228,93
242,94
258,96
285,100
311,107
335,115
357,125
376,136
396,150
403,156
411,163
426,177
441,193
455,211
462,221
474,240
484,260
488,273
497,295
503,317
507,341
507,363
507,374
507,378
507,379
508,380
508,380
508,381
508,381
508,380
508,380
508,381
508,380
508,381
508,381
508,380
508,381
508,380
508,381
508,381
508,380
508,381
508,381
508,380
508,381
508,381
508,380
508,380
508,381
508,381
508,380
508,381
508,381
508,380
508,380
508,381
508,381
508,381
508,381
508,380
508,381
508,379
508,373
507,367
506,353
503,366
498,367
505,362
504,363
500,356
498,357
491,350
484,341
482,336
479,332
468,339
475,343
474,343
462,346
458,342
445,345
448,345
445,345
442,342
446,345
444,345
444,346
444,345
440,346
445,345
444,344
445,343
445,345
445,343
445,343
444,344
448,345
450,344
443,342
443,344
444,344
444,341
444,342
445,342
448,341
446,346
447,346
445,346
445,345
446,344
445,343
446,344
446,344
438,347
442,346
446,345
445,345
443,344
446,345
445,343
446,347
444,348
444,344
442,344
445,343
445,342
446,343
445,344
445,346
446,347
443,346
445,344
445,346
445,344
444,345
446,346
446,346
447,344
443,344
443,345
444,344
444,343
447,343
443,347
443,342
443,340
443,343
445,342
447,344
445,344
448,345
448,351
444,337
447,349
447,349
448,365
448,380
448,383
448,385
448,384
447,384
448,384
447,384
448,385
448,385
449,385
448,384
448,383
448,384
448,384
448,384
449,385
448,384
447,384
447,384
447,384
447,384
447,384
447,384
447,384
447,384
447,384
447,384
447,383
447,383
448,384
447,383
447,383
448,383
448,383
448,383
447,383
447,383
447,383
447,383
447,383
447,383
448,383
447,381
447,379
446,371
440,358
437,346
428,340
413,337
418,352
414,344
400,338
399,329
394,318
386,308
383,305
376,295
374,293
369,286
367,289
352,289
339,289
329,301
325,302
319,302
309,314
306,306
300,308
303,307
318,316
322,319
319,319
317,314
318,315
322,318
318,315
324,323
324,320
320,317
325,322
318,318
321,317
325,320
319,316
323,317
318,315
322,318
318,314
318,313
318,317
318,318
319,318
322,318
320,320
320,316
318,317
317,314
317,315
318,314
316,313
317,315
320,319
316,315
317,314
316,315
317,314
317,316
318,316
321,316
331,314
319,316
316,316
321,319
325,320
333,322
328,337
333,342
335,342
341,348
341,355
345,357
345,360
348,367
355,368
359,377
352,387
353,389
345,401
342,407
344,411
348,415
346,422
346,432
344,438
343,437
344,441
343,437
343,437
345,437
345,438
345,438
345,438
344,439
345,439
345,438
344,438
345,438
345,437
345,437
345,437
345,438
346,438
345,437
345,437
345,438
346,437
346,437
345,438
345,438
345,437
345,438
345,437
346,437
346,436
345,436
346,436
346,436
346,437
346,436
346,436
345,437
346,436
346,436
346,436
346,436
346,436
346,436
345,436
345,436
346,436
345,436
346,436
346,436
346,435
348,434
347,438
348,436
347,434
348,438
348,437
348,438
347,438
347,437
347,437
346,439
347,437
347,437
347,440
347,443
347,436
347,435
347,437
347,436
347,435
347,436
347,436
347,436
347,436
346,436
346,436
346,438
345,437
346,437
345,437
347,436
347,439
346,439
346,437
346,439
346,436
346,437
346,438
345,438
345,439
347,439
346,437
346,439
346,439
347,438
347,438
346,437
346,438
346,438
345,439
345,440
345,437
344,438
344,437
344,437
345,437
346,438
346,437
346,440
345,438
345,437
346,436
346,437
345,438
345,438
346,438
346,439
346,436
346,438
347,436
345,438
345,435
346,436
348,438
347,436
348,437
348,439
349,437
349,435
349,436
349,437
349,437
349,437
349,436
349,437
349,438
349,437
349,436
349,436
349,437
349,437
348,437
349,437
349,435
349,436
348,437
348,437
347,437
349,436
348,435
349,435
348,435
348,435
349,436
348,435
348,436
348,435
348,436
348,435
348,436
348,436
348,436
348,435
348,435
349,435
348,435
349,435
349,435
348,435
349,435
348,435
349,435
348,435
349,435
349,434
348,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,436
348,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
349,435
350,435
349,435
349,435
349,435
350,435
350,435
349,436
349,435
350,435
349,435
349,436
349,435
350,435
350,435
349,435
349,435
350,435
349,435
349,435
350,435
349,435
349,435
350,435
350,435
349,435
350,435
349,435
350,435
349,435
350,435
350,435
350,435
350,435
350,435
350,435
349,435
350,435
350,435
350,435
350,435
349,435
350,434
350,434
349,434
350,434
350,435
350,434
349,434
350,434
350,435
350,434
349,434
350,434
350,434
350,433
350,434
350,434
350,434
350,435
350,435
350,434
350,434
350,435
350,435
350,434
350,434
350,434
350,434
350,434
350,435
350,435
350,434
350,434
350,435
350,434
350,434
350,434
350,434
350,434
350,434
350,434
350,434
350,434
350,434
350,434
350,434
351,434
350,434
350,434
350,434
350,434
350,434
351,434
350,434
351,434
351,434
350,433
350,433
351,433
351,433
351,433
351,433
351,433
350,434
350,433
351,433
350,434
350,434
350,433
350,434
351,434
351,434
350,434
350,433
351,434
350,434
350,434
351,434
