3.845223211208815606e+00,1.582646631314998248e-02,6.464621228391369268e-02,8.415911421623949173e-03,2.920725698353521249e-01,1.681879984569217877e-03,5.644545345943567660e-02,1.860965736076722376e-03,6.171536220027757924e-01
3.847538535930635106e+00,1.580244180856343883e-02,6.457329836300911008e-02,8.727678214456227948e-03,2.920236020597561932e-01,1.696903887734741660e-03,5.709482816370538977e-02,1.845009738467228875e-03,6.140614934068188147e-01
3.849746771436855841e+00,1.577929695716375966e-02,6.444725370367465622e-02,9.013856166662753688e-03,2.919742353992265116e-01,1.709464759785545625e-03,5.768347122224472268e-02,1.829460309871407597e-03,6.111235503741244690e-01
3.851848971841614233e+00,1.575702043715727571e-02,6.427051070707269498e-02,9.275393763488293253e-03,2.919246186237952068e-01,1.719675058773710661e-03,5.821321908022358826e-02,1.814302055510156860e-03,6.083392911715304052e-01
3.853846191259048037e+00,1.573560092675030733e-02,6.404550177436560410e-02,9.513239490177616969e-03,2.918749005034943500e-01,1.727647242751317218e-03,5.868590818281189947e-02,1.799519580604374766e-03,6.057082140658744951e-01
3.855739483803293677e+00,1.571502710414918180e-02,6.377465930671576133e-02,9.728341831975488227e-03,2.918252298083561236e-01,1.733493769770446183e-03,5.910337497517954841e-02,1.785097490374959418e-03,6.032298173239943884e-01
3.857529903588489351e+00,1.569528764756022640e-02,6.346041570528551667e-02,9.921649274126677354e-03,2.917757553084126543e-01,1.737327097883178224e-03,5.946745590249645497e-02,1.771020390042809351e-03,6.009035992127280679e-01
3.859218504728771482e+00,1.567637123518976494e-02,6.310520337123723400e-02,1.009411030187594947e-02,2.917266257736960133e-01,1.739259685141594011e-03,5.977998740993251819e-02,1.757272884828822669e-03,5.987290579989130723e-01
3.860806341338277825e+00,1.565826654524412123e-02,6.271145470573330494e-02,1.024667340046807144e-02,2.916779899742383830e-01,1.739403989597774211e-03,6.004280594265765797e-02,1.743839579953897472e-03,5.967056919493873846e-01
3.862294467531145248e+00,1.564096225592961908e-02,6.228160210993607948e-02,1.038028705514781186e-02,2.916299966800717791e-01,1.737872469303799496e-03,6.025774794584177335e-02,1.730705080638932081e-03,5.948329993309886543e-01
3.863683937421510617e+00,1.562444704545258925e-02,6.181807798500793538e-02,1.049589975115993758e-02,2.915827946612284949e-01,1.734777582311750749e-03,6.042664986465477728e-02,1.717853992104824597e-03,5.931104784105547534e-01
3.864975805123511687e+00,1.560870959201935380e-02,6.132331473211122957e-02,1.059445997374921546e-02,2.915365326877404906e-01,1.730231786673708423e-03,6.055134814426657575e-02,1.705270919572473556e-03,5.915376274549233315e-01
3.866171124751285770e+00,1.559373857383623829e-02,6.079974475240833287e-02,1.067691620816041409e-02,2.914913595296399484e-01,1.724347540441753188e-03,6.063367922984706782e-02,1.692940468262777061e-03,5.901139447309322605e-01
3.867270950418969289e+00,1.557952266910956826e-02,6.024980044706161608e-02,1.074421693963829687e-02,2.914474239569589953e-01,1.717237301667965928e-03,6.067547956656618030e-02,1.680847243396633214e-03,5.888389285054193012e-01
3.868276336240699997e+00,1.556605055604566926e-02,5.967591421723345002e-02,1.079731065342763412e-02,2.914048747397298134e-01,1.709013528404427313e-03,6.067858559959381226e-02,1.668975850194940333e-03,5.877120770452223253e-01
3.869188336330615208e+00,1.555331091285086509e-02,5.908051846408619856e-02,1.083714583477319270e-02,2.913638606479843629e-01,1.699788678703218012e-03,6.064483377409986276e-02,1.657310893878596739e-03,5.867328886171789826e-01
3.870008004802851342e+00,1.554129241773148130e-02,5.846604558878223251e-02,1.086467096891973946e-02,2.913245304517549372e-01,1.689675210616418694e-03,6.057606053525425166e-02,1.645836979668500533e-03,5.859008614881270338e-01
3.870736395771546601e+00,1.552998374889384518e-02,5.783492799248390881e-02,1.088083454111204128e-02,2.912870329210736076e-01,1.678785582196110028e-03,6.047410232822688497e-02,1.634538712785549817e-03,5.852154939249043508e-01
3.871374563350837406e+00,1.551937358454428054e-02,5.718959807635361214e-02,1.088658503659486500e-02,2.912515168259723897e-01,1.667232251494372682e-03,6.034079559818766175e-02,1.623400698450643128e-03,5.846762841943486944e-01
3.871923561654861512e+00,1.550945060288911118e-02,5.653248824155369945e-02,1.088287094061297922e-02,2.912181309364835768e-01,1.655127676563287542e-03,6.017797679030650188e-02,1.612407541884678568e-03,5.842827305632978252e-01
3.872384444797755787e+00,1.550020348213466612e-02,5.586603088924654847e-02,1.087064073841114906e-02,2.911870240226391293e-01,1.642584315454935062e-03,5.998748234975331134e-02,1.601543848308554239e-03,5.840343312985895041e-01
3.872758266893657098e+00,1.549162090048726570e-02,5.519265842059451616e-02,1.085084291523414311e-02,2.911583448544713404e-01,1.629714626221395908e-03,5.977114872169798920e-02,1.590794222943168676e-03,5.839305846670614919e-01
3.873046082056703643e+00,1.548369153615324068e-02,5.451480323675997330e-02,1.082442595632672824e-02,2.911322422020121703e-01,1.616631066914751185e-03,5.953081235131045534e-02,1.580143271009419766e-03,5.839709889355516603e-01
3.873248944401031402e+00,1.547640406733891312e-02,5.383489773890528379e-02,1.079233834693367131e-02,2.911088648352938013e-01,1.603446095587081127e-03,5.926830968376060882e-02,1.569575597728205827e-03,5.841550423708977702e-01
3.873367908040778573e+00,1.546974717225060685e-02,5.315537432819282537e-02,1.075552857229974089e-02,2.910883615243484157e-01,1.590272170290466620e-03,5.898547716421836257e-02,1.559075808320425395e-03,5.844822432399374712e-01
3.873404027090007418e+00,1.546370952909436117e-02,5.247866540578394884e-02,1.071494511766950611e-02,2.910708810392025336e-01,1.577221749076959060e-03,5.868415123785250542e-02,1.548628508006946649e-03,5.849520898094975330e-01
3.873961380891905115e+00,1.545951013612962763e-02,5.182672653967148463e-02,1.099224353892479071e-02,2.910541426306316182e-01,1.546063602799580732e-03,5.834815601712271815e-02,1.543363201884497904e-03,5.853564936012028985e-01
3.873813332804746157e+00,1.545475270108013360e-02,5.123566461301403557e-02,1.100935996285285629e-02,2.910401246460792568e-01,1.554654171102373521e-03,5.838821341366624146e-02,1.532699087182013342e-03,5.860791616118034009e-01
3.873936043760825676e+00,1.544759874515814341e-02,5.077955609413479371e-02,1.112413640173028767e-02,2.910389235316712675e-01,1.551714353665965048e-03,5.806533448096108663e-02,1.519235203515339203e-03,5.872423253980724178e-01
3.873577269994715966e+00,1.544583376746895553e-02,5.021659358082759816e-02,1.097622274570184478e-02,2.910516048381561194e-01,1.541553036308833738e-03,5.773890690615757909e-02,1.507596706607142309e-03,5.885357541733562403e-01
3.873027279440003134e+00,1.544519529321132685e-02,4.968208034156964409e-02,1.072424822759271770e-02,2.910661796643130295e-01,1.534703571994806229e-03,5.762738361004668408e-02,1.493170785295221473e-03,5.900195847470951493e-01
