#header text header text texty text text
0.205619	0.001152	0.000782	0.000430	0.535179	0.001749	0.000596	0.001089	0.485349
0.205556	0.001225	0.000763	0.000429	0.534946	0.001668	0.000619	0.000870	0.485307
0.205554	0.000760	0.000621	0.000427	0.535066	0.001753	0.000597	0.000997	0.485239
0.205590	0.000694	0.000504	0.000423	0.534927	0.001914	0.000617	0.001163	0.485263
0.205609	0.000687	0.000564	0.000469	0.534969	0.001787	0.000616	0.001101	0.485133
0.205602	0.000751	0.000670	0.000500	0.534978	0.001604	0.000590	0.000911	0.485250
0.205590	0.000627	0.000756	0.000511	0.534981	0.001611	0.000631	0.000935	0.485231
0.205637	0.000758	0.000688	0.000470	0.534995	0.001654	0.000608	0.001112	0.485231
0.205569	0.000906	0.000615	0.000427	0.534932	0.001670	0.000607	0.000993	0.485198
0.205590	0.001246	0.000562	0.000442	0.535235	0.001654	0.000585	0.000911	0.485221
0.205635	0.000973	0.000514	0.000430	0.535452	0.001827	0.000601	0.001038	0.485199
0.205533	0.000739	0.000648	0.000445	0.535408	0.001907	0.000628	0.001143	0.485156
0.205547	0.000679	0.000749	0.000428	0.535364	0.001700	0.000606	0.001057	0.485203
0.205554	0.000798	0.000679	0.000442	0.535355	0.001657	0.000604	0.000872	0.485215
0.205570	0.000659	0.000636	0.000449	0.535317	0.001662	0.000614	0.001120	0.485169
0.205594	0.000673	0.000593	0.000464	0.535370	0.001612	0.000608	0.001039	0.485165
0.205594	0.000780	0.000598	0.000444	0.535398	0.001553	0.000603	0.000913	0.485165
0.205575	0.000950	0.000651	0.000443	0.535353	0.001693	0.000610	0.001004	0.485161
0.205611	0.001168	0.000754	0.000458	0.535097	0.001981	0.000599	0.001101	0.485141
0.205617	0.000849	0.000615	0.000452	0.534999	0.001736	0.000609	0.001085	0.485199
0.205539	0.000728	0.000587	0.000450	0.535085	0.001608	0.000591	0.000951	0.485180
0.205623	0.000631	0.000563	0.000426	0.535150	0.001745	0.000626	0.000940	0.485146
0.205579	0.000696	0.000570	0.000452	0.535184	0.001742	0.000628	0.001119	0.485154
0.205583	0.000694	0.000661	0.000498	0.535272	0.001725	0.000620	0.000952	0.485157
0.205598	0.000732	0.000705	0.000461	0.535319	0.001695	0.000607	0.000992	0.485186
0.205592	0.000793	0.000685	0.000445	0.535275	0.001901	0.000607	0.001047	0.485153
0.205605	0.001350	0.000599	0.000409	0.535217	0.001871	0.000598	0.001081	0.485157
0.205620	0.001055	0.000573	0.000431	0.535173	0.001671	0.000614	0.001021	0.485163
0.205608	0.000808	0.000580	0.000431	0.535108	0.001639	0.000615	0.000933	0.485158
0.205578	0.000653	0.000663	0.000427	0.535210	0.001648	0.000606	0.001113	0.485199
0.205570	0.000653	0.000737	0.000432	0.535204	0.001638	0.000571	0.000958	0.485192
0.205581	0.000772	0.000744	0.000499	0.535321	0.001590	0.000595	0.000971	0.485181
0.205571	0.000676	0.000546	0.000557	0.535376	0.001735	0.000625	0.001063	0.485161
0.205563	0.000760	0.000552	0.000473	0.535477	0.001977	0.000607	0.001064	0.485191
0.205627	0.001079	0.000621	0.000422	0.535490	0.001727	0.000606	0.000986	0.485172
0.205613	0.001301	0.000735	0.000434	0.535523	0.001671	0.000602	0.000937	0.485168
0.205592	0.000852	0.000782	0.000431	0.535241	0.001737	0.000591	0.001003	0.485157
0.205612	0.000704	0.000696	0.000427	0.535327	0.001795	0.000618	0.001100	0.485161
0.205635	0.000650	0.000553	0.000413	0.535159	0.001725	0.000611	0.000916	0.485154
0.205608	0.000860	0.000476	0.000427	0.535072	0.001748	0.000606	0.001048	0.485204
0.205617	0.000707	0.000578	0.000472	0.535206	0.001907	0.000601	0.001159	0.485160
0.205616	0.000688	0.000730	0.000446	0.535166	0.001843	0.000602	0.001051	0.485158
0.205624	0.000875	0.000817	0.000428	0.535177	0.001636	0.000612	0.000956	0.485207
0.205574	0.001566	0.000642	0.000450	0.535041	0.001614	0.000596	0.000972	0.485108
0.205607	0.001205	0.000494	0.000438	0.535202	0.001644	0.000590	0.001101	0.485176
0.205623	0.000820	0.000501	0.000452	0.535185	0.001639	0.000594	0.000883	0.485096
0.205642	0.000678	0.000620	0.000441	0.535357	0.001566	0.000634	0.000933	0.485128
0.205643	0.000710	0.000751	0.000451	0.535080	0.001771	0.000587	0.001142	0.485122
0.205580	0.000906	0.000766	0.000463	0.535062	0.001911	0.000617	0.001178	0.485138
0.205551	0.000667	0.000656	0.000524	0.535175	0.001689	0.000619	0.000998	0.485120
0.205613	0.000724	0.000513	0.000466	0.535298	0.001666	0.000615	0.000896	0.485129
0.205587	0.000953	0.000482	0.000429	0.535411	0.001706	0.000604	0.001069	0.485121
0.205562	0.001599	0.000616	0.000440	0.535276	0.001678	0.000601	0.001036	0.485131
0.205616	0.000999	0.000716	0.000447	0.535288	0.001698	0.000606	0.000868	0.485212
0.205576	0.000699	0.000740	0.000420	0.535310	0.001749	0.000624	0.001023	0.485121
0.205597	0.000690	0.000627	0.000409	0.535265	0.001939	0.000601	0.001165	0.485087
0.205623	0.000849	0.000580	0.000455	0.535288	0.001802	0.000603	0.001102	0.485102
0.205582	0.000683	0.000490	0.000511	0.535276	0.001653	0.000610	0.000916	0.485009
0.205623	0.000649	0.000585	0.000481	0.535230	0.001716	0.000610	0.000972	0.485051
0.205602	0.000837	0.000726	0.000439	0.535132	0.001681	0.000625	0.001130	0.484945
0.205602	0.001099	0.000708	0.000446	0.535213	0.001560	0.000579	0.000950	0.485067
0.205571	0.001650	0.000627	0.000458	0.535193	0.001624	0.000589	0.000942	0.485045
0.205588	0.000813	0.000512	0.000451	0.535184	0.001838	0.000605	0.001087	0.485043
0.205551	0.000716	0.000517	0.000451	0.535317	0.001824	0.000588	0.001166	0.485044
0.205583	0.000664	0.000638	0.000431	0.535361	0.001619	0.000605	0.001016	0.485011
0.205586	0.000733	0.000733	0.000441	0.535219	0.001667	0.000580	0.000871	0.484973
0.205607	0.000675	0.000695	0.000487	0.535357	0.001667	0.000598	0.001200	0.484970
0.205547	0.000721	0.000592	0.000484	0.535415	0.001723	0.000607	0.001016	0.484973
0.205573	0.000935	0.000568	0.000416	0.535268	0.001668	0.000587	0.000931	0.485013
0.205626	0.001645	0.000572	0.000411	0.535469	0.001786	0.000604	0.001003	0.485028
0.205594	0.000962	0.000734	0.000437	0.535534	0.001930	0.000614	0.001106	0.485139
0.205590	0.000754	0.000906	0.000435	0.535480	0.001777	0.000625	0.001102	0.485152
