	a0	a1	a2	x	y	z
0	0.193716	0.572625	0.557988	127.20213	98.90561	134.34029
1	0.193724	0.572493	0.557927	128.29395	99.45951	135.6587
2	0.193762	0.572752	0.557887	128.10085	98.879196	135.67336
3	0.19375	0.572388	0.558018	125.32306	96.31251	132.94456
4	0.193751	0.57214	0.558115	127.31583	97.059166	135.27817
5	0.193734	0.572341	0.557995	127.67561	96.4682	135.72394
6	0.19374	0.572429	0.558154	127.44895	95.274666	135.80196
7	0.193755	0.572419	0.558129	127.886246	94.36968	136.65274
8	0.193741	0.572665	0.55805	129.03105	94.07655	138.25919
9	0.19374	0.572389	0.558159	128.90279	91.49053	138.87183
10	0.193751	0.572508	0.558155	128.77452	88.90451	139.48447
11	0.193785	0.572367	0.558097	128.64627	86.31849	140.0971
12	0.193699	0.572854	0.558146	128.518	83.73247	140.70975
13	0.193709	0.572856	0.558097	128.38974	81.14645	141.32239
14	0.193797	0.572716	0.558011	130.49266	82.29447	144.23364
15	0.193792	0.572608	0.557894	129.73032	80.91468	144.18317
16	0.193735	0.572705	0.557847	130.01152	79.170746	146.1442
17	0.193746	0.572258	0.557947	130.29272	77.42682	148.10522
18	0.193741	0.572225	0.558055	130.57391	75.682884	150.06625
19	0.193712	0.572496	0.558036	130.85512	73.93895	152.02728
20	0.193767	0.572408	0.557933	128.47147	72.61261	152.71077
21	0.193794	0.572342	0.558059	126.08783	71.28628	153.39427
22	0.193678	0.57219	0.558015	123.704185	69.95994	154.07776
23	0.193718	0.572414	0.55798	121.32053	68.633606	154.76125
24	0.193753	0.572447	0.558048	118.93689	67.30727	155.44473
25	0.193746	0.572443	0.558048	116.553246	65.980934	156.12823
26	0.193753	0.572741	0.557968	114.1696	64.654594	156.81172
27	0.193751	0.572673	0.558075	111.78596	63.328262	157.49521
28	0.193769	0.572748	0.558041	109.40231	62.001926	158.17871
29	0.193739	0.5728	0.558074	107.01866	60.67559	158.8622
30	0.193764	0.572684	0.557984	104.63502	59.34925	159.54568
