	a0	a1	a2	x	y	z
0	0.163081	0.705726	0.785585	127.57118	97.1466	134.86787
1	0.163047	0.706032	0.785862	127.1646	96.3303	134.71396
2	0.163107	0.705788	0.786223	127.90383	96.201096	135.70403
3	0.163108	0.706146	0.786163	128.1622	95.50764	136.3165
4	0.163118	0.706275	0.786183	128.77206	94.141525	137.21606
5	0.163116	0.705912	0.78579	129.38193	92.77542	138.11562
6	0.163084	0.705903	0.786034	129.57428	91.0782	139.01958
7	0.163124	0.705773	0.786386	129.76662	89.38099	139.92354
8	0.16313	0.705737	0.786652	129.95897	87.68377	140.82751
9	0.163112	0.705682	0.786601	130.15132	85.98655	141.73148
10	0.163125	0.705847	0.786832	130.34366	84.28934	142.63544
11	0.163113	0.705856	0.786585	130.53601	82.59212	143.5394
12	0.163131	0.70566	0.786543	128.31679	81.24589	143.9732
13	0.163136	0.705868	0.786956	126.09756	79.89966	144.40701
14	0.163145	0.705516	0.786852	123.87833	78.55343	144.84082
15	0.163103	0.705648	0.786817	121.6591	77.20719	145.27463
16	0.163159	0.705808	0.786925	119.43988	75.86096	145.70844
17	0.163089	0.70595	0.787317	117.22065	74.51473	146.14224
18	0.163192	0.70566	0.787501	115.00142	73.1685	146.57605
19	0.163154	0.705758	0.78739	112.782196	71.82227	147.00986
20	0.163172	0.705922	0.787342	110.56297	70.47604	147.44366
21	0.163132	0.705684	0.787464	108.34374	69.12981	147.87747
22	0.163121	0.705897	0.787467	106.12451	67.78358	148.31128
23	0.16312	0.706139	0.787356	103.90529	66.43735	148.74509
24	0.16315	0.705908	0.787283	101.686066	65.09112	149.1789
25	0.163117	0.705927	0.787102	99.466835	63.74489	149.6127
26	0.163148	0.706155	0.787204	97.247604	62.398655	150.04651
27	0.163177	0.706085	0.786952	95.02838	61.052425	150.48032
28	0.163116	0.706211	0.787215	92.80916	59.706196	150.91412
29	0.163174	0.706062	0.787042	90.58993	58.359962	151.34793
30	0.16315	0.706318	0.787249	88.3707	57.013733	151.78174
31	0.163167	0.705895	0.787095	86.151474	55.667503	152.21555
32	0.163127	0.706164	0.786743	83.93225	54.32127	152.64935
33	0.16314	0.705861	0.786803	81.71302	52.97504	153.08316
34	0.163146	0.706084	0.786921	79.49379	51.62881	153.51697
